keyword	url
conservation of angular momentum	https://hyperphysics.phy-astr.gsu.edu/hbase/conser.html
conservation of baryon number	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/parint.html
conservation of energy	https://hyperphysics.phy-astr.gsu.edu/hbase/conser.html
conservation of momentum	https://hyperphysics.phy-astr.gsu.edu/hbase/conser.html
conservation principle	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/parint.html
conservative force	https://hyperphysics.phy-astr.gsu.edu/hbase/pegrav.html
coriolis force	https://hyperphysics.phy-astr.gsu.edu/hbase/corf.html
cosmic background radiation	https://hyperphysics.phy-astr.gsu.edu/hbase/bkg3k.html
cosmic rays	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/cosmic.html
cosmological constant	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/fried.html
cosmological models	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/cosmo.html
Cosmology	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/cosmo.html
Coulomb barrier	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/coubar.html
Coulomb's law	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/elefor.html
Cowen	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
CP symmetry	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/cpt.html
Crab Nebula	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/crab.html
critical density	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/fried.html
cross section, nuclear reaction	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/nucrea.html
cross section, scattering	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/crosec.html
Curie (unit)	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/radrisk.html
Curie temperature	https://hyperphysics.phy-astr.gsu.edu/hbase/solids/ferro.html
current law	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/ohmlaw.html
current position	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html
current, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/elecur.html
curvature of space-time	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/grel.html
Cygnus X-1	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/blkbin.html
cylindrical polar coordinates	https://hyperphysics.phy-astr.gsu.edu/hbase/sphc.html
D-meson	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/dmeson.html
dark energy	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/dareng.html
dark matter	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/darmat.html
DeBroglie wavelength	https://hyperphysics.phy-astr.gsu.edu/hbase/debrog.html
decay	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/proton.html
declination	https://hyperphysics.phy-astr.gsu.edu/hbase/eclip.html
deep field	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/hstdeep.html
Deneb	https://hyperphysics.phy-astr.gsu.edu/hbase/Starlog/blusup.html
density	https://hyperphysics.phy-astr.gsu.edu/hbase/dens.html
density parameter	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/denpar.html
deuterium-tritium fusion	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/fusion.html
dielectric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/dielec.html
Diffraction concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/diffracon.html
diffraction grating	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/grating.html
Diffraction reveals the geometry of the diffracting object.	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/millcross.html
diffraction, sound	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/diffrac.html
diffusion	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/diffus.html
dipole, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/dipole.html
distance measurement	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/distance.html
distance relationship	https://hyperphysics.phy-astr.gsu.edu/hbase/dist.html
Distance units	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/para.html
doping of semiconductors	https://hyperphysics.phy-astr.gsu.edu/hbase/solids/dope.html
Doppler effect	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/dopp.html
Doppler effect, relativistic	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/reldop2.html
Doppler shifted	https://hyperphysics.phy-astr.gsu.edu/hbase/Relativ/reldop2.html
down quark	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/quark.html
Eagle	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
Eberhardt	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
eclipse, lunar	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/lunecl.html
eclipse, solar	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/solecl.html
ecliptic plane	https://hyperphysics.phy-astr.gsu.edu/hbase/eclip.html
Einstein A and B coefficients	https://hyperphysics.phy-astr.gsu.edu/hbase/optmod/eincoef.html
Einstein equation	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/releng.html
Einstein relationship	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/releng.html
Einstein ring	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/einring.html
Einstein velocity addition	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/einvel.html
Einstein-Bose condensation	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/spinc.html
elastic potential energy	https://hyperphysics.phy-astr.gsu.edu/hbase/pespr.html
electric current	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/elecur.html
electric field	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/elefie.html
electric guitar	https://hyperphysics.phy-astr.gsu.edu/hbase/music/eguit.html
electric potential energy	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/elepe.html
electric shock	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/shock.html
Electricity and Magnetism	https://hyperphysics.phy-astr.gsu.edu/hbase/emcon.html
electromagnetic energy	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/engrad.html
electromagnetic force	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/funfor.html
electromagnetic spectrum	https://hyperphysics.phy-astr.gsu.edu/hbase/ems1.html
electromagnetic waves	https://hyperphysics.phy-astr.gsu.edu/hbase/emwav.html
electron	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/lepton.html
electron affinity	https://hyperphysics.phy-astr.gsu.edu/hbase/chemical/bondd.html
electron capture	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/radact2.html
electron degeneracy	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/whdwar.html
Electron energy level diagrams	https://hyperphysics.phy-astr.gsu.edu/hbase/atomic/grotrian.html
electron spin	https://hyperphysics.phy-astr.gsu.edu/hbase/spin.html
electron volt	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/ev.html
electron-positron pair production	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/lepton.html
electronegativity	https://hyperphysics.phy-astr.gsu.edu/hbase/chemical/bondd.html
electrons in solids	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/eedens.html
emission, quantum	https://hyperphysics.phy-astr.gsu.edu/hbase/mod5.html
emission, stimulated	https://hyperphysics.phy-astr.gsu.edu/hbase/mod5.html
Enceladus	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/enceladus.html
energy	https://hyperphysics.phy-astr.gsu.edu/hbase/enecon.html
energy density	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/raddens.html
entropy	https://hyperphysics.phy-astr.gsu.edu/hbase/therm/entrop.html
equinox	https://hyperphysics.phy-astr.gsu.edu/hbase/eclip.html
equipartition of energy	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/eqpar.html
escape velocity	https://hyperphysics.phy-astr.gsu.edu/hbase/vesc.html
Europa	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/europa.html
event horizon	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/blkhol.html
Example of required energy to confine particles	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/carbconfine.html
exchange force	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/exchg.html
exchange forces	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/exchg.html
expanding universe	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/bbcloc.html
expansion	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/hubble.html
expansion models	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/expuni.html
Extreme Deep Field	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/xdeepfield.html
Fabry-Perot	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/fabry.html
Faraday's law	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/farlaw.html
Fermi level	https://hyperphysics.phy-astr.gsu.edu/hbase/solids/fermi.html
Fermi-Dirac statistics	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/disfd.html
fermions	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/spinc.html
fine structure constant	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/couple.html
first law of thermodynamics	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/firlaw.html
fission	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/fission.html
Fission fragments	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/fisfrag.html
fluid pressure	https://hyperphysics.phy-astr.gsu.edu/hbase/pflu.html
fluorescent light	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/lighting.html
flux, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/gaulaw.html
flux, magnetic	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/fluxmg.html
FM radio	https://hyperphysics.phy-astr.gsu.edu/hbase/audio/bcast.html
follows this curvature	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/grel.html
force	https://hyperphysics.phy-astr.gsu.edu/hbase/force.html
Force from spherical shell of mass M	https://hyperphysics.phy-astr.gsu.edu/hbase/mechanics/sphshell.html
forces, fundamental	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/funfor.html
four fundamental forces	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/funfor.html
Fourier analysis	https://hyperphysics.phy-astr.gsu.edu/hbase/audio/Fourier.html
Fourier series	https://hyperphysics.phy-astr.gsu.edu/hbase/waves/wavstd.html
Fraction of power in a wavelength range.	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/radfrac.html
Fresnel lens	https://hyperphysics.phy-astr.gsu.edu/hbase/geoopt/fresnellens.html
Friedmann equation	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/fried.html
fueling of the stars	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astfus.html
fundamental forces	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/funfor.html
FUSE	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/fuse.html
fusion	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astfus.html
Fusion concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/fuscon.html
Fusion reactors	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/fusrea.html
g-factor, electron spin	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/zeeman.html
galaxy	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/galax.html
Galaxy concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/galaxcon.html
galaxy formation problem	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/cosmo.html
Galaxy M61	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/m61.html
GALEX	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/galex.html
Galilean transformation	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/ltrans.html
gamma radioactivity	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/radact2.html
gamma-rays	https://hyperphysics.phy-astr.gsu.edu/hbase/ems3.html
gas constant	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/idegas.html
Gauge pressure	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/idegas.html
Gauss (Unit)	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/magfor.html
Gauss' law	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/gaulaw.html
Gaussian distribution	https://hyperphysics.phy-astr.gsu.edu/hbase/math/gaufcn.html
Gaussian surface	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/gausur.html
general relativity	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/conrel.html
General relativity ideas	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/conrel.html
Gibbs free energy	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/helmholtz.html
globular clusters	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/globular.html
Gonzalez & Richards	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
Grating concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/gratingcon.html
Grating diffraction of helium-neon laser	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/grating2.html
grating intensity	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/gratint.html
grating relationship	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/gratcal.html
gravitational acceleration g	https://hyperphysics.phy-astr.gsu.edu/hbase/orbv.html
gravitational lens	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/quasar.html
gravitational lensing	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/quasar.html
gravitational potential energy	https://hyperphysics.phy-astr.gsu.edu/hbase/gpot.html
gravitational potential energy*	https://hyperphysics.phy-astr.gsu.edu/hbase/gpot.html
gravitational red shift	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/gratim.html
gravitational time dilation	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/gratim.html
gravitational waves	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/gravwav.html
graviton	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/expar.html
gravity	https://hyperphysics.phy-astr.gsu.edu/hbase/grav.html
Gravity and the photon	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/blahol.html
Gravity concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/grav.html
gravity field	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/grel.html
Gravity Probe A	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/gravprobA.html
Gravity Probe B	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/gravprobA.html
gravity-assist orbit	https://hyperphysics.phy-astr.gsu.edu/hbase/doubal.html
Gray (unit)	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/radrisk.html
Guth	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
H-R Diagram	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html
half-life	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/halfli.html
harmonic oscillator, quantum	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/hosc.html
Harvard Tower experiment	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/gratim.html
Harwit	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
Harwitt	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
heat	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/heat.html
heat of fusion	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/phase2.html
heat of vaporization	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/phase2.html
heat transfer	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/heatra.html
Heat transfer concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/heatra.html
heaviest elements	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/nucsyn.html
helium, liquid	https://hyperphysics.phy-astr.gsu.edu/hbase/lhel.html
helium-neon laser	https://hyperphysics.phy-astr.gsu.edu/hbase/optmod/lasgas.html
Helix Nebula	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/helix.html
Helmholtz free energy	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/helmholtz.html
Herschel Infrared Observatory	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/herschel.html
Hertrzprung-Russell Diagram	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html
Hertzsprung-Russell diagram	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html
Higgs boson	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/higgs.html
high resolution	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/gratres.html
high temperatures	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/coubar.html
How old is the universe?	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/uniage.html
Hubble constant	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/hubble.html
Hubble constant and red shifts	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/hubble.html
Hubble law	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/hubble.html
Hubble Space Telescope	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/hst.html
Hubble Ultra Deep Field	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/deepfield.html
Hubble's law	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/hubble.html
hydrogen bonds	https://hyperphysics.phy-astr.gsu.edu/hbase/chemical/bond.html
Hydrogen concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/hydcn.html
Hydrogen fine structure (3->2 transition)	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/hydfin.html
hydrogen fusion	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/procyc.html
hydrogen radial probability	https://hyperphysics.phy-astr.gsu.edu/hbase/hydwf.html
hydrogen spectrum	https://hyperphysics.phy-astr.gsu.edu/hbase/hyde.html
hydrogen-helium abundance	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/hydhel.html
hypercharge	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/quark.html
IC-5148	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/IC5148.html
ideal gas law	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/idegas.html
impulse of force	https://hyperphysics.phy-astr.gsu.edu/hbase/impulse.html
index of refraction	https://hyperphysics.phy-astr.gsu.edu/hbase/geoopt/refr.html
inflationary hypothesis	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/planck.html
inflationary model	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/planck.html
infrared	https://hyperphysics.phy-astr.gsu.edu/hbase/ems3.html
insulator, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/conins.html
intensity, sound	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/intens.html
Interaction of radiation with matter	https://hyperphysics.phy-astr.gsu.edu/hbase/mod3.html
interference, sound	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/interf.html
intermediate vector bosons	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/expar.html
internal energy	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/inteng.html
inverse square law	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/isq.html
ionization energy	https://hyperphysics.phy-astr.gsu.edu/hbase/chemical/bondd.html
ionizing radiation	https://hyperphysics.phy-astr.gsu.edu/hbase/mod4.html
Iradiance curve of the Sun	https://hyperphysics.phy-astr.gsu.edu/hbase/vision/solirrad.html
Irion	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
isospin	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/parint.html
isotopes	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/nucnot.html
James Webb Space Telescope	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/JamesWebb.html
Jupiter effect	https://hyperphysics.phy-astr.gsu.edu/hbase/tide.html
kaons to electrons	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/cronin.html
Kaufmann	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/astref.html
Keck	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/palomar.html
Kepler's 3rd law	https://hyperphysics.phy-astr.gsu.edu/hbase/kepler.html
Kepler's laws	https://hyperphysics.phy-astr.gsu.edu/hbase/kepler.html
kinetic energy	https://hyperphysics.phy-astr.gsu.edu/hbase/ke.html
kinetic energy, rotational	https://hyperphysics.phy-astr.gsu.edu/hbase/rke.html
