keyword	url
Adiabatic Index ()	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Adiabatic Fluctuations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Adsorption	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
ADU	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Advance of the Perihelion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Advection	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aeon (or Eon)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aerolite	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
After-Image	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aether	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Age of the Universe	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
AIPS	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Airglow	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Airy Diffraction Disk	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Albedo	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alchemy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alcyone	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aldebaran	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
-- Theory	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alfvén Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alfvén-Klein Cosmology	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alfvén Speed	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alfvén Waves	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Algol	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aliasing	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Allotropy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Almagest	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
-Particle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
-Particle Nuclei	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
-Process	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alpha Centauri	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alpha Decay	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Alpha Particles	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Altair	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Altitude-Azimuth	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Altitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
am	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Amagat	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Amalthea	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html#amalh76
Amorphous	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Ampere	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Amplifier	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Amplitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Amplitude Modulation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Analyzer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anamorphic Magnification	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anastigmastic Lens	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Andromeda	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Andromeda Galaxy (M31)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Andromeda I, II, III	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
S Andromedae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angstrom	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angular Acceleration	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angular Displacement	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angular Dispersion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angular Frequency	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angular Momentum	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Angular Size	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anharmonic Oscillator	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anisotropic Models	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anisotropic Superfluid	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anisotropy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Annihilation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Annual Variation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Annular Eclipse	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anomalistic Month	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anomalistic Year	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anomalous Dispersion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anomalous Expansion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anomalous Zeeman Effect	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anomaly	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Ansae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antalgol Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antapex	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antares	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antenna	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antenna Gain	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antenna Temperature	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Antennae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anthropic Principle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anthropocentrism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anthropomorphism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Baryon	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anticenter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Coincidence Counter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Ferromagnet	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Ferromagnetism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Matter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Neutrino	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Neutron	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Particle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Proton	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Quark	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Anti-Reflection Coating	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apastron	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aperture	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aperture Efficiency	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aperture Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aperture Photometry	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aperture Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aperture Synthesis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apex	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aphelion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aplanatic Lens	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aplanatic System	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apocenter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apochromatic Lens	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apodization	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apogee	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apollo Asteroid	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apollo Space Program	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apogalacticon	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apparent Depth	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apparent Magnitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apparent Place	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apparent Solar Day	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apparent Solar Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apparition	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Appleton Layer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Appulse	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apsidal Motion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Apsides, Line of	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arcminute	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Archiving	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arcsecond	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arc Spectra	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arcturus	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html#Arcth76
Areas, Law of	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Argand Diagram	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Argelander Method	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Argument of the Perihelion ()	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Ariel	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aristotelian Physics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arm Population	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Armillary Sphere	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aromatic, Aromaticity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Array	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arrival Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Arrow of Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
ASCA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Ascending Node	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Ashen Light	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Asinh Magnitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
ASIC	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aspect	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aspect Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aspheric	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Association	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astatine	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Asteroid	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Asteroid Belt	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astigmatism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astration	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astrolabe	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astrology	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astrometric Binaries	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astrometric Ephemeris	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astrometry	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astronomical Color Index	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astronomical Coordinates	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astronomical Twilight	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astronomical Unit	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astronomy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Astrophysics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Asymmetric Drift	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Asymmetry	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html#asymmf88
Asymptotic Branch (AGB) Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Asymptotic Freedom	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
ATB	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atmosphere	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atmosphere (Solar)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atmospheric Dispersion Corrector	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atmospheric Extinction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atom	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Hydrogen	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Mass Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Mass Unit	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Orbital	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Second	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Theory	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atomic Weight	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atoms	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Attenuation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Attenuation Factor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Attitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Attractor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Atto-	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
A-type	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
AU	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Auger Effect	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Augmentation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
AE Aurigae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aurigae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
RW Aurigae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aurigae Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Aurora	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Auto-Catalysis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Auto-Ionization	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Autumnal Equinox	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Avalanche	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Average Life	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Avogadro Constant	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Avogadro's Law	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Avogadro's Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Avoidance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
AXAF	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Axion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Axis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Axisymmetric Collapse	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Azeotropic Mixture	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Azimuth	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
Azimuthal Quantum Number (k)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_A.html
B	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
B Band	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
B-Coefficient	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
B Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
b-Lines	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
B Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Ba or Barium Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Ba II Stars (also
 called Barium Stars)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html#BaIIh76
Baade's Window	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Back Focal Length	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Background Count	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Background Noise	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Background Radiation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Backscattering	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Back Warming	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
BAD Nuclei	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Bahcall-Soneira Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Bailey Types	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html#bt
Baily's Beads	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baldet-Johnson Bands	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Ballik-Ramsay Bands	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Balloon Metaphor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Balmer Formula	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Balmer Jump	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Balmer Series	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Bamberga	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Band (molecular)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Band Head	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Band Spectrum	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Band Width	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Bandpass Filter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Bandwidth	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Bar	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barium Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barn	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barnard's Loop	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barnard's Satellite	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barnard's Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barometric Law	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barotropic Bas	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barred Spiral Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Barycenter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html#bcenters92
Barycentric Dynamical  Time (TDB)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baryogenesis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baryon	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baryonic	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baryon Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baryon Number Conservation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baryon-to-Photon Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Baud	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
BCD	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
BCG	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
BDL	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Be Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Be or B Emission Line Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
B[e] Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
BeV	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
Beams	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html
